#sample_id,sample_name,bam_dir,bam_file
306,HmecAlnRep1,,wgEncodeUwDnaseHmecAlnRep1.bam
307,HmecAlnRep2,,wgEncodeUwDnaseHmecAlnRep2.bam
308,HmfAlnRep1,,wgEncodeUwDnaseHmfAlnRep1.bam
309,HmfAlnRep2,,wgEncodeUwDnaseHmfAlnRep2.bam
310,HmvecdadAlnRep1,,wgEncodeUwDnaseHmvecdadAlnRep1.bam
311,HmvecdadAlnRep2,,wgEncodeUwDnaseHmvecdadAlnRep2.bam
312,HmvecdbladAlnRep1,,wgEncodeUwDnaseHmvecdbladAlnRep1.bam
313,HmvecdbladAlnRep2,,wgEncodeUwDnaseHmvecdbladAlnRep2.bam
314,HmvecdblneoAlnRep1,,wgEncodeUwDnaseHmvecdblneoAlnRep1.bam
315,HmvecdblneoAlnRep2,,wgEncodeUwDnaseHmvecdblneoAlnRep2.bam
316,HmvecdlyadAlnRep1,,wgEncodeUwDnaseHmvecdlyadAlnRep1.bam
317,HmvecdlyadAlnRep2,,wgEncodeUwDnaseHmvecdlyadAlnRep2.bam
318,HmvecdlyneoAlnRep1,,wgEncodeUwDnaseHmvecdlyneoAlnRep1.bam
319,HmvecdlyneoAlnRep2,,wgEncodeUwDnaseHmvecdlyneoAlnRep2.bam
320,HmvecdneoAlnRep1,,wgEncodeUwDnaseHmvecdneoAlnRep1.bam
321,HmvecdneoAlnRep2,,wgEncodeUwDnaseHmvecdneoAlnRep2.bam
322,HmveclblAlnRep1,,wgEncodeUwDnaseHmveclblAlnRep1.bam
323,HmveclblAlnRep2,,wgEncodeUwDnaseHmveclblAlnRep2.bam
324,HmvecllyAlnRep1,,wgEncodeUwDnaseHmvecllyAlnRep1.bam
325,HmvecllyAlnRep2,,wgEncodeUwDnaseHmvecllyAlnRep2.bam
326,HnpceAlnRep1,,wgEncodeUwDnaseHnpceAlnRep1.bam
327,HnpceAlnRep2,,wgEncodeUwDnaseHnpceAlnRep2.bam
328,HpaecAlnRep1,,wgEncodeUwDnaseHpaecAlnRep1.bam
329,HpafAlnRep1,,wgEncodeUwDnaseHpafAlnRep1.bam
330,HpafAlnRep2,,wgEncodeUwDnaseHpafAlnRep2.bam
331,HpdlfAlnRep1,,wgEncodeUwDnaseHpdlfAlnRep1.bam
332,HpdlfAlnRep2,,wgEncodeUwDnaseHpdlfAlnRep2.bam
333,HpfAlnRep1,,wgEncodeUwDnaseHpfAlnRep1.bam
334,HpfAlnRep2,,wgEncodeUwDnaseHpfAlnRep2.bam
335,HrceAlnRep1,,wgEncodeUwDnaseHrceAlnRep1.bam
336,HrceAlnRep2,,wgEncodeUwDnaseHrceAlnRep2.bam
337,HreAlnRep1,,wgEncodeUwDnaseHreAlnRep1.bam
338,HreAlnRep2,,wgEncodeUwDnaseHreAlnRep2.bam
339,HrgecAlnRep1,,wgEncodeUwDnaseHrgecAlnRep1.bam
340,HrgecAlnRep2,,wgEncodeUwDnaseHrgecAlnRep2.bam
341,HrpeAlnRep1,,wgEncodeUwDnaseHrpeAlnRep1.bam
342,HrpeAlnRep2,,wgEncodeUwDnaseHrpeAlnRep2.bam
343,Hs27aAlnRep1,,wgEncodeUwDnaseHs27aAlnRep1.bam
344,Hs5AlnRep1,,wgEncodeUwDnaseHs5AlnRep1.bam
345,HsmmAlnRep1,,wgEncodeUwDnaseHsmmAlnRep1.bam
346,HsmmAlnRep2,,wgEncodeUwDnaseHsmmAlnRep2.bam
347,HsmmtAlnRep1,,wgEncodeUwDnaseHsmmtAlnRep1.bam
348,HsmmtAlnRep2,,wgEncodeUwDnaseHsmmtAlnRep2.bam
349,HuvecAlnRep1,,wgEncodeUwDnaseHuvecAlnRep1.bam
350,HuvecAlnRep2,,wgEncodeUwDnaseHuvecAlnRep2.bam
351,HvmfAlnRep1,,wgEncodeUwDnaseHvmfAlnRep1.bam
352,HvmfAlnRep2,,wgEncodeUwDnaseHvmfAlnRep2.bam
353,JurkatAlnRep1,,wgEncodeUwDnaseJurkatAlnRep1.bam
354,JurkatAlnRep2,,wgEncodeUwDnaseJurkatAlnRep2.bam
355,K562AlnRep1,,wgEncodeUwDnaseK562AlnRep1.bam
356,K562AlnRep2,,wgEncodeUwDnaseK562AlnRep2.bam
357,Lhcnm2AlnRep1,,wgEncodeUwDnaseLhcnm2AlnRep1.bam
358,Lhcnm2AlnRep2,,wgEncodeUwDnaseLhcnm2AlnRep2.bam
359,Lhcnm2Diff4dAlnRep1,,wgEncodeUwDnaseLhcnm2Diff4dAlnRep1.bam
360,Lhcnm2Diff4dAlnRep2,,wgEncodeUwDnaseLhcnm2Diff4dAlnRep2.bam
361,LncapAlnRep1,,wgEncodeUwDnaseLncapAlnRep1.bam
362,LncapAlnRep2,,wgEncodeUwDnaseLncapAlnRep2.bam
363,M059jAlnRep1,,wgEncodeUwDnaseM059jAlnRep1.bam
364,M059jAlnRep2,,wgEncodeUwDnaseM059jAlnRep2.bam
365,Mcf7AlnRep1,,wgEncodeUwDnaseMcf7AlnRep1.bam
366,Mcf7AlnRep2,,wgEncodeUwDnaseMcf7AlnRep2.bam
367,Mcf7Est100nm1hAlnRep1,,wgEncodeUwDnaseMcf7Est100nm1hAlnRep1.bam
368,Mcf7Est100nm1hAlnRep2,,wgEncodeUwDnaseMcf7Est100nm1hAlnRep2.bam
369,Mcf7Estctrl0hAlnRep1,,wgEncodeUwDnaseMcf7Estctrl0hAlnRep1.bam
370,Mcf7Estctrl0hAlnRep2,,wgEncodeUwDnaseMcf7Estctrl0hAlnRep2.bam
371,Monocd14ro1746AlnRep2,,wgEncodeUwDnaseMonocd14ro1746AlnRep2.bam
372,MscAlnRep1,,wgEncodeUwDnaseMscAlnRep1.bam
373,MscAlnRep2,,wgEncodeUwDnaseMscAlnRep2.bam
374,Nb4AlnRep1,,wgEncodeUwDnaseNb4AlnRep1.bam
375,Nb4AlnRep2,,wgEncodeUwDnaseNb4AlnRep2.bam
376,NhaAlnRep1,,wgEncodeUwDnaseNhaAlnRep1.bam
377,NhaAlnRep2,,wgEncodeUwDnaseNhaAlnRep2.bam
378,NhberaAlnRep1,,wgEncodeUwDnaseNhberaAlnRep1.bam
379,NhberaAlnRep2,,wgEncodeUwDnaseNhberaAlnRep2.bam
380,NhdfadAlnRep1,,wgEncodeUwDnaseNhdfadAlnRep1.bam
381,NhdfadAlnRep2,,wgEncodeUwDnaseNhdfadAlnRep2.bam
382,NhdfneoAlnRep1,,wgEncodeUwDnaseNhdfneoAlnRep1.bam
383,NhdfneoAlnRep2,,wgEncodeUwDnaseNhdfneoAlnRep2.bam
384,NhekAlnRep1,,wgEncodeUwDnaseNhekAlnRep1.bam
385,NhekAlnRep2,,wgEncodeUwDnaseNhekAlnRep2.bam
386,NhlfAlnRep1,,wgEncodeUwDnaseNhlfAlnRep1.bam
387,NhlfAlnRep2,,wgEncodeUwDnaseNhlfAlnRep2.bam
388,Nt2d1AlnRep1,,wgEncodeUwDnaseNt2d1AlnRep1.bam
389,Nt2d1AlnRep2,,wgEncodeUwDnaseNt2d1AlnRep2.bam
390,Panc1AlnRep1,,wgEncodeUwDnasePanc1AlnRep1.bam
391,Panc1AlnRep2,,wgEncodeUwDnasePanc1AlnRep2.bam
392,PrecAlnRep1,,wgEncodeUwDnasePrecAlnRep1.bam
393,PrecAlnRep2,,wgEncodeUwDnasePrecAlnRep2.bam
394,Rpmi7951AlnRep1,,wgEncodeUwDnaseRpmi7951AlnRep1.bam
395,Rpmi7951AlnRep2,,wgEncodeUwDnaseRpmi7951AlnRep2.bam
396,RptecAlnRep1,,wgEncodeUwDnaseRptecAlnRep1.bam
397,RptecAlnRep2,,wgEncodeUwDnaseRptecAlnRep2.bam
398,SaecAlnRep1,,wgEncodeUwDnaseSaecAlnRep1.bam
399,SaecAlnRep2,,wgEncodeUwDnaseSaecAlnRep2.bam
400,SkmcAlnRep1,,wgEncodeUwDnaseSkmcAlnRep1.bam
401,SkmcAlnRep2,,wgEncodeUwDnaseSkmcAlnRep2.bam
402,SknmcAlnRep1,,wgEncodeUwDnaseSknmcAlnRep1.bam
403,SknmcAlnRep2,,wgEncodeUwDnaseSknmcAlnRep2.bam
404,SknshraAlnRep1,,wgEncodeUwDnaseSknshraAlnRep1.bam
405,SknshraAlnRep2,,wgEncodeUwDnaseSknshraAlnRep2.bam
406,T47dAlnRep1,,wgEncodeUwDnaseT47dAlnRep1.bam
407,T47dAlnRep2,,wgEncodeUwDnaseT47dAlnRep2.bam
408,Th17AlnRep1,,wgEncodeUwDnaseTh17AlnRep1.bam
409,Th1AlnRep1,,wgEncodeUwDnaseTh1AlnRep1.bam
410,Th1AlnRep2,,wgEncodeUwDnaseTh1AlnRep2.bam
411,Th1wb33676984AlnRep1,,wgEncodeUwDnaseTh1wb33676984AlnRep1.bam
412,Th1wb54553204AlnRep1,,wgEncodeUwDnaseTh1wb54553204AlnRep1.bam
413,Th1wb54553204AlnRep2,,wgEncodeUwDnaseTh1wb54553204AlnRep2.bam
414,Th2AlnRep1,,wgEncodeUwDnaseTh2AlnRep1.bam
415,Th2AlnRep2,,wgEncodeUwDnaseTh2AlnRep2.bam
416,Th2wb33676984AlnRep1,,wgEncodeUwDnaseTh2wb33676984AlnRep1.bam
417,Th2wb54553204AlnRep1,,wgEncodeUwDnaseTh2wb54553204AlnRep1.bam
418,Tregwb78495824AlnRep1,,wgEncodeUwDnaseTregwb78495824AlnRep1.bam
419,Tregwb83319432AlnRep1,,wgEncodeUwDnaseTregwb83319432AlnRep1.bam
420,Werirb1AlnRep1,,wgEncodeUwDnaseWerirb1AlnRep1.bam
421,Werirb1AlnRep2,,wgEncodeUwDnaseWerirb1AlnRep2.bam
422,Wi38AlnRep1,,wgEncodeUwDnaseWi38AlnRep1.bam
423,Wi38AlnRep2,,wgEncodeUwDnaseWi38AlnRep2.bam
424,Wi38OhtamAlnRep1,,wgEncodeUwDnaseWi38OhtamAlnRep1.bam
425,Wi38OhtamAlnRep2,,wgEncodeUwDnaseWi38OhtamAlnRep2.bam

